Museum Name,Museum Type,Street Address (Physical Location),City (Physical Location),State (Physical Location),Zip Code (Physical Location),Latitude,Longitude,Income,Revenue
ALDRICH COAL MINE MUSEUM,GENERAL MUSEUM,137 HIGHWAY 203,MONTEVALLO,AL,35115,33.10796,-86.89296,,
ALDRIDGE GARDENS,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",,,,,33.38533,-86.79432,538889,538889
ALFRED HATCH PLACE AT ARCOLA,HISTORIC PRESERVATION,ROUTE 1 COUNTY ROAD 2,ARCOLA,AL,36742,32.44977,-87.75734,,
ALICEVILLE HISTORICAL PRESERVATION COMMISSION,HISTORIC PRESERVATION,,,,,33.13138,-88.13725,0,0
ALICEVILLE MUSEUM,HISTORY MUSEUM,,,,,33.12964,-88.16462,72827,72827
ALTAMONT SCHOOL,ART MUSEUM,,,,,33.51706,-86.75704,6812202,6772233
ALTAR OF THE NEW TESTAMENT AND FOUNDERS HALL,HISTORIC PRESERVATION,300 N BEATY ST�,ATHENS,AL,35611,34.80598,-86.96746,,
AMERICAN INDIAN MUSEUM,NATURAL HISTORY MUSEUM,,,,,34.75987,-86.59152,0,0
AMERICAN SPORT ART MUSEUM AND ARCHIVES,ART MUSEUM,1 ACADEMY DR,DAPHNE,AL,36526,30.63977,-87.9091,,
AMERICAN VILLAGE,HISTORIC PRESERVATION,,,,,33.10622,-86.85865,,
ANCIENT AFRICA ENSLAVEMENT AND CIVIL WAR MUSEUM,HISTORY MUSEUM,,,,,32.40797,-87.01614,0,0
ANIMAL HOUSE EXOTIC ANIMALS & OSTRICH FARM,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,,,,34.53421,-87.38741,,
ANNISTON SOIL PIPE MUSEUM,GENERAL MUSEUM,NOBLE STREET,ANNISTON,AL,36201,33.65864,-85.85943,,
ARAB HISTORICAL SOCIETY,HISTORIC PRESERVATION,224 CITY PARK DRIVE NORTHEAST,ARAB,AL,35016,34.32768,-86.49274,0,0
ARLINGTON ANTEBELLUM HOME & GARDENS,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",331 COTTON AVE SW,BIRMINGHAM,AL,35205,33.50088,-86.83857,,
ARLINGTON HISTORICAL ASSOCIATION,HISTORIC PRESERVATION,,,,,33.50743,-86.747,0,0
ARMY AVIATION MUSEUM,GENERAL MUSEUM,NOVOSEL ST,FORT RUCKER,AL,36362,31.34936,-85.71978,,
ART GALLERIES AT UAH,ART MUSEUM,WILSON HALL 160 B,HUNTSVILLE,AL,35899,34.74054,-86.62928,,
ART GALLERY,ART MUSEUM,,,,,33.10622,-86.85865,,
ARTSREVIVE,HISTORIC PRESERVATION,,,,,32.40623,-87.02243,206923,206923
ASHVILLE MASONIC LODGE COUNCIL,HISTORIC PRESERVATION,,,,,33.79484,-86.27299,0,0
ATCHISON COUNTY HISTORICAL SOCIETY,HISTORIC PRESERVATION,200 S 10TH ST,ATCHISON,KS,36601,39.56301,-95.12723,43103,43103
ATMORE HISTORICAL SOCIETY,HISTORIC PRESERVATION,,,,,31.00903,-87.49114,0,0
AUBURN PRESERVATION LEAGUE,HISTORIC PRESERVATION,,,,,32.61251,-85.47712,0,0
AUTAUGA COUNTY HERITAGE ASSOCIATION,HISTORIC PRESERVATION,,,,,32.45953,-86.47176,112856,51666
AUTAUGA GENEALOGICAL SOCIETY,HISTORIC PRESERVATION,,,,,32.46438,-86.42472,0,0
B BATTERY 711 AAA GUN BATTALION MEMORIAL,HISTORIC PRESERVATION,,,,,30.87652,-87.78158,0,0
BALDWIN COUNTY EXPRESS,HISTORY MUSEUM,,,,,30.50572,-87.60636,0,0
BALDWIN HERITAGE MUSEUM ASSOCIATION,GENERAL MUSEUM,25521 US HIGHWAY 98,ELBERTA,AL,36530,30.39654,-87.56298,63718,56883
BARBER VINTAGE MOTORSPORT MUSEUM,GENERAL MUSEUM,,,,,33.50171,-86.62444,5329649,
BARBOUR COUNTY GOVERNORS TRAIL,HISTORIC PRESERVATION,,,,,31.84169,-85.43541,0,0
BARE HANDS GALLERY,ART MUSEUM,,,,,33.51634,-86.80581,54487,54487
BAYBEARS CHARITIES,GENERAL MUSEUM,,,,,30.64483,-88.11585,21702,13548
BELLE MONT MANSION,HISTORIC PRESERVATION,1569 COOK LANE,TUSCUMBIA,AL,35643,34.68412,-87.67689,,
BELLINGRATH GARDENS AND HOME,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",,,,,30.4637,-88.15263,3110338,2733087
BERMAN MUSEUM OF WORLD HISTORY,GENERAL MUSEUM,,,,,33.65842,-85.82646,150662,143128
BESSEMER HALL OF HISTORY,HISTORY MUSEUM,,,,,33.40094,-86.95051,9281,8783
BIRMINGHAM BLACK RADIO MUSEUM,GENERAL MUSEUM,,,,,33.49047,-86.80692,0,0
BIRMINGHAM BOTANICAL GARDENS,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",2612 LANE PARK ROAD,BIRMINGHAM,AL,35223,33.48904,-86.77441,,
BIRMINGHAM CIVIL RIGHTS INSTITUTE,HISTORIC PRESERVATION,,,,,33.5128,-86.81171,2736160,2736160
BIRMINGHAM HISTORICAL SOCIETY,HISTORIC PRESERVATION,,,,,33.49589,-86.78154,210641,136632
BIRMINGHAM HISTORY CENTER,HISTORY MUSEUM,1807 THIRD AVENUE NORTH,BIRMINGHAM,AL,35203,33.51496,-86.80949,188366,188366
BIRMINGHAM JEFFERSON HISTORICAL SOCIETY TERM,HISTORIC PRESERVATION,,,,,33.50743,-86.747,16565,16565
BIRMINGHAM LANDMARKS,HISTORIC PRESERVATION,,,,,33.51496,-86.80949,3894335,3837208
BIRMINGHAM MUSEUM OF ART,ART MUSEUM,,,,,33.52206,-86.80939,25404,25404
BIRMINGHAM ZOO,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,,,,33.48437,-86.77398,10969184,8932428
BLACK BELT MUSEUM,GENERAL MUSEUM,,,,,32.73363,-88.1937,0,0
BLACK FREEDMEN'S LIVING HISTORICAL FARM FOR CHILDREN,HISTORIC PRESERVATION,,,,,32.00294,-86.96219,,
BLACK HISTORY MUSEUM AND RESEARCH LIBRARY,HISTORY MUSEUM,,,,,30.69402,-88.05621,,
BLOUNTSVILLE HISTORICAL SOCIETY,HISTORIC PRESERVATION,,,,,34.1104,-86.60181,0,0
BLUE AND GREY MUSEUM OF NORTH ALABAMA,HISTORY MUSEUM,,,,,34.59053,-86.98777,34828,34828
BRAGG-MITCHELL MANSION,HISTORIC PRESERVATION,,,,,30.69172,-88.0876,,
BRIDGEPORT AREA HISTORIC ASSOCIATION,HISTORY MUSEUM,116 SOULARD SQ,BRIDGEPORT,AL,35740,34.94947,-85.71959,8095,8095
BROWN HAWKINS RURAL LEARNING CENTER,HISTORIC PRESERVATION,,,,,32.3314,-86.25291,0,0
BROWNS CREEK PRESERVATION ASSOCIATION,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",,,,,34.36512,-86.34533,0,0
BRUNDIDGE HISTORICAL SOCIETY,HISTORIC PRESERVATION,123 S MAIN ST,BRUNDIDGE,AL,36010,31.72046,-85.81574,64294,-4221
BURRITT MUSEUM,HISTORY MUSEUM,,,,,34.72003,-86.53769,1423105,1252295
BURRITT ON THE MOUNTAIN,GENERAL MUSEUM,,,,,34.72003,-86.53769,,
BUTLER COUNTY HISTORICAL & GENEALOGICAL SOCIETY,HISTORIC PRESERVATION,309 FORT DALE RD,GREENVILLE,AL,36037,31.83257,-86.62734,0,0
CALHOUN COUNTY SPORTS HALL OF FAME,GENERAL MUSEUM,,,,,33.82798,-85.78071,28050,28050
CALHOUN FINE ARTS GALLERY,ART MUSEUM,,TANNER,AL,35671,34.64853,-86.95033,,
CALHOUN FINE ARTS GALLERY,ART MUSEUM,,,,,34.71426,-86.65576,,
CAMP MCDOWELL,GENERAL MUSEUM,,,,,34.00155,-87.38654,,
CAPRI COMMUNITY FILM SOCIETY,GENERAL MUSEUM,,,,,32.35213,-86.29161,419396,419396
CARL ELLIOTT HOUSE MUSEUM,HISTORIC PRESERVATION,,,,,33.83576,-87.26488,,
CENTER FOR CULTURAL ARTS,GENERAL MUSEUM,501 BROAD STREET,GADSDEN,AL,35902,34.01391,-86.00513,2714683,1745386
CENTER POINT WOMENS PRESERVATION SOCIETY,HISTORIC PRESERVATION,,,,,33.66709,-86.67516,0,0
CENTRAL CARVER FOUNDATION,GENERAL MUSEUM,1030 TUSCALOOSA AVE,GADSDEN,AL,35902,34.02423,-86.01404,1018,1018
CENTRAL CARVER LEGACY MUSEUM,GENERAL MUSEUM,,,,,34.00027,-85.95643,1018,1018
CHAMBER COUNTY MUSEUM,GENERAL MUSEUM,,,,,32.90652,-85.43804,0,0
CHEAHA STATE PARK,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",2141 BUNKER LOOP,DELTA,AL,36258,33.48103,-85.80863,,
CHEROKEE HISTORICAL MUSEUM,HISTORIC PRESERVATION,,,,,34.15357,-85.67829,0,0
CHICKASAW HISTORIC PRESERVATION SOCIETY,HISTORIC PRESERVATION,,,,,30.7655,-88.08103,0,0
CHILDREN'S MUSEUM OF ALABAMA,CHILDREN'S MUSEUM,105 TALLAPOOSA STREET,MONTGOMERY,AL,36102,32.38083,-86.31088,50286,50286
CHILDREN'S MUSEUM OF THE SHOALS,CHILDREN'S MUSEUM,,,,,34.84045,-87.64879,88560,88560
CHOCTAW COUNTY GENEALOGICAL SOCIETY,HISTORIC PRESERVATION,,,,,32.03716,-88.17437,0,0
CHOCTAW COUNTY HISTORICAL MUSEUM,ART MUSEUM,,,,,32.11194,-88.23785,0,0
CHOCTAW COUNTY HISTORICAL SOCIETY,HISTORIC PRESERVATION,210 WEST SMITH STREET,BUTLER,AL,36904,32.0877,-88.21657,0,0
CHOM INCORPORATED OF TUSCALOOSA COUNTY,CHILDREN'S MUSEUM,,,,,33.21045,-87.56584,611829,600563
CHRISTENBERRY PLANETARIUM,SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,,,,,33.46435,-86.7954,343788271,208251061
CHURCH GALLERY,ART MUSEUM,,,,,34.74054,-86.62928,,
CIVIL RIGHTS MEMORIAL CENTER,GENERAL MUSEUM,,,,,32.37641,-86.30306,,
CLARKE CO HISTORICAL MUSEUM,HISTORIC PRESERVATION,116 COBB STREET,GROVE HILL,AL,36451,31.68673,-87.78712,0,0
CLARKE COUNTY HISTORICAL SOCIETY & MUSEUM,HISTORIC PRESERVATION,,,,,31.68673,-87.78712,128509,124305
CLAY COUNTY HISTORICAL SOCIETY,HISTORIC PRESERVATION,,,,,33.24363,-85.84636,0,0
CLAY HOUSE MUSEUM,GENERAL MUSEUM,,,,,34.69313,-86.74973,,
CLAY LEGACY ASSOCIATION,HISTORIC PRESERVATION,,,,,33.69993,-86.60455,0,0
CLEMENTS HOUSE,HISTORIC PRESERVATION,,,,,33.23036,-87.58354,0,0
COAST GUARD HISTORICAL SOCIETY,HISTORIC PRESERVATION,,,,,34.70098,-87.52815,0,0
COLEMAN CENTER FOR THE ARTS,ART MUSEUM,,,,,32.48383,-88.29437,199297,199297
COLLINSVILLE HISTORICAL ASSOCIATION,HISTORIC PRESERVATION,,,,,34.26189,-85.86513,0,0
COLUMBIA HISTORIAL SOCIETY,HISTORIC PRESERVATION,,,,,31.27906,-85.12623,0,0
CONDE CHARLOTTE MUSEUM HOUSE,HISTORIC PRESERVATION,,,,,33.24112,-87.5261,318188,318188
CONFEDERATE MEMORIAL PARK,GENERAL MUSEUM,,,,,32.69091,-86.47413,,
COOKS NATURAL SCIENCE MUSEUM,SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,412 13TH ST SE,DECATUR,AL,35601,34.58039,-86.98293,18552,
COOSA COUNTY HISTORICAL SOCIETY,HISTORIC PRESERVATION,,,,,32.86725,-86.21548,0,0
COOSA HISTORICAL PRESERVATION AUTHORITY,HISTORIC PRESERVATION,,,,,32.86725,-86.21548,0,0
COST OF FREEDOM VETERANS MUSEUM,GENERAL MUSEUM,135 MAIN STREET,ARAB,AL,35016,34.316,-86.49575,0,0
COURTLAND HERITAGE MUSEUM,HISTORY MUSEUM,252 COLLEGE ST,COURTLAND,AL,35618,34.66655,-87.31032,0,0
COVINGTON HISTORICAL SOCIETY,HISTORIC PRESERVATION,,,,,31.30243,-86.48793,0,0
CRADLE OF THE CONFEDERACY RAILROAD MUSEUM OF MONTGOMERY,GENERAL MUSEUM,,,,,32.37375,-86.31101,,
CRENSHAW COUNTY HISTORICAL SOCIETY,HISTORIC PRESERVATION,,,,,31.74659,-86.28191,0,0
CULLMAN COUNTY HISTORICAL SOCIETY,HISTORIC PRESERVATION,,,,,34.18014,-86.85111,0,0
CULLMAN COUNTY MUSEUM,GENERAL MUSEUM,,,,,34.17922,-86.84284,,
DAPHNE MUSEUM,GENERAL MUSEUM,,,,,30.62109,-87.87618,0,0
DEFENDERS OF FORT MORGAN,HISTORIC PRESERVATION,,,,,30.27212,-87.68308,,
DEKALB COUNTY HOSIERY MUSEUM,GENERAL MUSEUM,,,,,34.47746,-85.76825,,
DEPOT MUSEUM,GENERAL MUSEUM,105 5TH STREET NORTHEAST,FORT PAYNE,AL,35967,34.43922,-85.71449,41388,41388
DEXTER AVENUE KING MEMORIAL FOUNDATION,GENERAL MUSEUM,,,,,32.37289,-86.29625,,
DISCOVERY 2000,GENERAL MUSEUM,,,,,33.51539,-86.80816,,
DIVINE DESTINYS DANCE,HISTORIC PRESERVATION,,,,,33.72529,-86.65841,0,0
DON KRESGE MEMORIAL MUSEUM,GENERAL MUSEUM,,,,,33.51784,-86.81185,,
DONALD E. DAVIS ARBORETUM,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",,,,,32.6056,-85.49043,,
DONNELL HOUSE BOARD,HISTORIC PRESERVATION,601 & 1/2 SOUTH CLINTON STREET,ATHENS,AL,35612,34.80508,-86.98225,0,0
DOTHAN AREA BOTANICAL GARDENS,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",,,,,31.28818,-85.34601,254637,189558
DURBIN GALLERY,ART MUSEUM,,,,,33.51394,-86.85365,,
EARLYWORKS,CHILDREN'S MUSEUM,404 MADISON STREET,HUNTSVILLE,AL,35801,34.72861,-86.58469,,
EAST ALABAMA ARTISTS,ART MUSEUM,,,,,33.65842,-85.82646,0,0
EAST MONTGOMERY COUNTY HISTORICAL SOCIETY,HISTORIC PRESERVATION,,,,,32.35664,-86.09503,0,0
EASTERN SHORE ART ASSOCIATION,ART MUSEUM,,,,,30.52659,-87.90355,487641,487641
EDITH NEWMAN CULVER MEMORIAL MUSEUM,GENERAL MUSEUM,,,,,34.914,-88.0635,,
EDMUND LAW ROGERS SMITH-HARRISON,HISTORY MUSEUM,,,,,33.17925,-86.60898,0,0
EICHOLD GALLERY,ART MUSEUM,,,,,30.68574,-88.14806,35426734,34774309
EICHOLD-HEUSTIS MEDICAL MUSEUM OF THE SOUTH,GENERAL MUSEUM,,,,,30.69757,-88.17356,,
EIGHTH AIR FORCE HISTORICAL SOCIETY,HISTORIC PRESERVATION,,,,,33.42958,-86.82467,0,0
ELMORE COUNTY HISTORICAL SOCIETY,HISTORIC PRESERVATION,112 S MAIN ST,WETUMPKA,AL,36092,32.53707,-86.20556,0,0
ENDOWMENT FOR MCWANE SCIENCE CENTER,SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,,,,,33.51539,-86.80816,465927,465927
ENDOWMENT FOR THE PRESERVATION 0F ELEVATING HISTORY,HISTORIC PRESERVATION,,,,,30.67475,-88.09607,0,0
EPES HISTORICAL ASSOCIATION,HISTORIC PRESERVATION,12428 SUMTER 20,EPES,AL,35460,32.67166,-88.16305,0,0
ESCAMBIA COUNTY HISTORICAL SOCIETY,HISTORIC PRESERVATION,,,,,31.10792,-87.07114,,
ETOWAH HISTORICAL SOCIETY,HISTORIC PRESERVATION,2829 W MEIGHAN BLVD,GADSDEN,AL,35902,34.02262,-86.04895,0,0
EUFAULA HERITAGE ASSOCIATION,HISTORIC PRESERVATION,340 N EUFAULA AVE,EUFAULA,AL,36072,31.89681,-85.14599,266618,180582
EUTAW AREA CHAMBER OF COMMERCE TRUST,HISTORIC PRESERVATION,,,,,32.88911,-87.90988,3350,3350
EVELYN BURROW MUSEUM,GENERAL MUSEUM,,,,,34.07372,-86.7792,,
EXPLORE CENTER,SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,,,,,30.6708,-88.10646,2256563,2185174
EXPLOREUM MUSEUM OF DISCOVERY,SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,65 GOVERNMENT STREET,MOBILE,AL,36607,30.69034,-88.03979,2256563,2185174
FAIRHOPE MUSEUM OF HISTORY,HISTORY MUSEUM,24 N SECTION ST,FAIRHOPE,AL,36533,30.52517,-87.9029,7074,5738
FAYETTE ART MUSEUM,ART MUSEUM,203 TEMPLE AVE N,FAYETTE,AL,35555,33.68726,-87.83088,,
FAYETTE COUNTY HISTORICAL SOCIETY,HISTORIC PRESERVATION,,,,,33.68683,-87.82637,0,0
FAYETTE HISTORICAL MUSEUM,HISTORIC PRESERVATION,,,,,33.68378,-87.83093,,
FENDALL HALL,HISTORIC PRESERVATION,,,,,31.8911,-85.1683,0,0
FITZGERALD AND FITZGERALD MUSEUM,GENERAL MUSEUM,,,,,32.35837,-86.29266,,
FLOMATON AREA RAILROAD MUSEUM,GENERAL MUSEUM,702 SYDNEY E MANNING BLVD,FLOMATON,AL,36441,31.026,-87.24941,0,0
FOLEY MUSEUM AND ARCHIVES,GENERAL MUSEUM,,,,,30.40641,-87.68294,,
FORT DALE PIONEER SETTLEMENT,HISTORIC PRESERVATION,,,,,31.60889,-86.61038,1,
FORT MIMS RECONSTRUCTION ASSOCIATION,HISTORIC PRESERVATION,,,,,31.4705,-87.42077,0,0
FORT MORGAN FOUNDATION,HISTORIC PRESERVATION,,,,,30.69305,-88.04213,0,0
FORT MORGAN STATE HISTORIC SITE,HISTORIC PRESERVATION,110 STATE HIGHWAY 180,GULF SHORES,AL,36542,30.22975,-88.00148,,
FORT PAYNE DEPOT MUSEUM,GENERAL MUSEUM,105 5TH STREET NE,FORT PAYNE,AL,35968,34.43922,-85.71449,41388,41388
FORT TOULOUSE - FORT JACKSON,GENERAL MUSEUM,,,,,32.50421,-86.25495,,
FORTSON MUSEUM & ARCHIVES,HISTORY MUSEUM,,,,,33.67461,-86.40964,0,0
GADSDEN MUSEUM OF ART,ART MUSEUM,,,,,34.02262,-86.04895,,
GADSDEN MUSEUM OF FINE ARTS,ART MUSEUM,,,,,34.01391,-86.00513,0,0
GAINESWOOD,GENERAL MUSEUM,,,,,32.50857,-87.83547,,
GARDENDALE HISTORICAL SOCIETY,HISTORIC PRESERVATION,,,,,33.69468,-86.83788,0,0
GEE'S BEND QUILTING COOPERATIVE,GENERAL MUSEUM,,,,,33.25697,-86.83751,,
GENEVA COUNTY ALABAMA HISTORICAL SOCIETY,HISTORIC PRESERVATION,,,,,31.0453,-85.87905,,
GEORGE P MANN WILDLIFE AND LEARNING MUSEUM,GENERAL MUSEUM,,,,,32.61295,-85.39071,,
GEORGE WASHINGTON CARVER INTERPRETIVE MUSEUM,GENERAL MUSEUM,,,,,31.22673,-85.39257,53324,53324
GEORGE WASHINGTON CARVER MUSEUM,GENERAL MUSEUM,,,,,32.41399,-85.71709,,
GORGAS HOUSE,HISTORIC PRESERVATION,,,,,33.20939,-87.54843,,
GREENE COUNTY HISTORICAL SOCIETY,HISTORIC PRESERVATION,310 MAIN STREET,EUTAW,AL,35462,32.84129,-87.89041,11385,11385
GREENE MUSEUM,GENERAL MUSEUM,,,,,32.47478,-85.00075,,
GULF COAST EXPLOREUM SCIENCE CENTER,SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,65 GOVERNMENT STREET,MOBILE,AL,36602,30.69034,-88.03979,2256563,2185174
GULF COAST INTERNATIONAL MUSEUM,HISTORY MUSEUM,,,,,30.69651,-88.04401,0,0
GULF SHORES MUSEUM,GENERAL MUSEUM,244 W 19TH AVE,GULF SHORES,AL,36542,30.27485,-87.69586,,
GULFQUEST,SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,,,,,30.6959,-88.04303,,
GUNTERSVILL HISTORICAL SOCIETY,HISTORIC PRESERVATION,,,,,34.36776,-86.37909,20867,13067
GUNTERSVILLE MUSEUM & CULTURAL CENTER ASSOCIATION,GENERAL MUSEUM,,,,,34.34911,-86.3036,38330,38330
GUNTERSVILLE MUSEUM AND CULTURAL CENTER,GENERAL MUSEUM,,,,,34.34911,-86.3036,38330,38330
GURLEY HISTORICAL ASSOCIATION,HISTORIC PRESERVATION,,,,,34.7027,-86.43197,0,0
HALL OF FAME OF DISTINGUISHED BAND CONDUCTORS,GENERAL MUSEUM,,,,,31.79828,-85.95519,,
HAMMOND HALL GALLERY,ART MUSEUM,,,,,33.79791,-85.76118,,
HANCEVILLE HISTORICAL PRESERVATION GROUP,HISTORIC PRESERVATION,,,,,34.11784,-86.76098,0,0
HANK WILLIAMS MEMORIAL FOUNDATION,GENERAL MUSEUM,,,,,32.3801,-86.31167,,
HANK WILLIAMS MUSEUM AND FESTIVAL,HISTORY MUSEUM,127 ROSE STREET,GEORGIANA,AL,36033,31.65737,-86.74566,71987,15228
HANK WILLIAMS SENIOR BOYHOOD HOME AND MUSEUM,HISTORY MUSEUM,127 ROSE STREET,GEORGIANA,AL,36033,31.65737,-86.74566,71987,15228
HARRIS BARRETT SCHOOL,HISTORIC PRESERVATION,,,,,32.47951,-85.76358,0,0
HARTSELLE HISTORICAL SOCIETY,HISTORIC PRESERVATION,307 COLLEGE ST NE,HARTSELLE,AL,35640,34.44638,-86.93179,0,0
HARTSELLE MILITARY MUSEUM,GENERAL MUSEUM,,,,,34.44281,-86.93845,,
HEART GALLERY OF ALABAMA,ART MUSEUM,,,,,33.51713,-86.77651,231386,223739
HEART OF DIXIE RAILROAD MUSEUM,HISTORY MUSEUM,1919 9TH ST,CALERA,AL,35040,33.1092,-86.7499,1050693,1024873
HELEN KELLER BIRTHPLACE,GENERAL MUSEUM,,,,,34.73802,-87.70631,261626,199930
HENRY COUNTY HISTORICAL GROUP,HISTORIC PRESERVATION,5679 CR 53,ABBEVILLE,AL,36345,31.47599,-85.21885,,
HENRY COUNTY VETERANS MEMORIAL PARK,HISTORIC PRESERVATION,,,,,31.53708,-85.12046,9804,9804
HISTORIC BETHEL BAPTIST CHURCH,HISTORIC PRESERVATION,,,,,33.5513,-86.80186,528066,528066
HISTORIC DOWNTOWN ANNISTON BUSINESS ASSOCIATION,HISTORIC PRESERVATION,,,,,33.65731,-85.82986,,
HISTORIC ESTATES LANDMARKS AND PROPERTIES,GENERAL MUSEUM,,,,,32.43436,-87.02444,0,0
HISTORIC HALE COUNTY PRESERVATION SOCIETY,HISTORIC PRESERVATION,,,,,32.70357,-87.59443,0,0
HISTORIC MOBILE PRESERVATION SOCIETY,HISTORIC PRESERVATION,,,,,30.68068,-88.06003,293253,284056
HISTORIC NORTHPORT,HISTORIC PRESERVATION,1802 20TH AVENUE,NORTHPORT,AL,35476,33.22819,-87.57759,0,0
HISTORIC RESTORATION SOCIETY,HISTORIC PRESERVATION,PO BOX 70047,MOBILE,AL,36670,30.69597,-88.10617,0,0
HISTORIC SHELBY ASSOCIATION,HISTORY MUSEUM,10268 HWY 42,SHELBY,AL,35143,33.08552,-86.54245,0,0
HISTORY MUSEUM OF MOBILE,HISTORY MUSEUM,,,,,30.69234,-88.07704,20453,20453
HOLLY POND HISTOICAL SOCIETY,HISTORIC PRESERVATION,,,,,34.18191,-86.62915,0,0
HOLT STREET BAPTIST CHURCH HISTORICAL SOCIETY,HISTORIC PRESERVATION,,,,,32.35256,-86.30851,0,0
HOMER B WILSON JR VINTAGE MUSEUM,SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,,,,,34.40105,-86.2544,0,0
HOOVER HISTORICAL SOCIETY,HISTORIC PRESERVATION,569 PARK AVENUE,HOOVER,AL,35236,33.40819,-86.85433,0,0
HORSESHOE BEND NATIONAL MILITARY PARK,HISTORIC PRESERVATION,,,,,33.02137,-85.68971,,
HOUSTON HISTORICAL SOCIETY,HISTORIC PRESERVATION,,,,,34.15651,-87.27872,0,0
HUNTSVILLE - MADISON COUNTY ATHLETIC HALL OF FAME,HISTORIC PRESERVATION,,,,,34.72753,-86.59342,41211,5906
HUNTSVILLE BOTANICAL GARDEN,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",,,,,34.71282,-86.61819,,
HUNTSVILLE MUSEUM OF ART,GENERAL MUSEUM,,,,,34.72905,-86.58787,2024641,2015943
HUNTSVILLE-MADISON COUNTY HISTORICAL SOCIETY,HISTORIC PRESERVATION,,,,,34.72753,-86.59342,0,0
IMAGINATION PLACE,HISTORIC PRESERVATION,501 BROAD ST,GADSDEN,AL,35901,34.01391,-86.00513,2714683,1745386
INTERNATIONAL MOTORSPORTS HALL OF FAME,GENERAL MUSEUM,,,,,33.58,-86.07354,,
INTERNATIONAL MOTORSPORTS HALL OF FAME & MUSEUM,GENERAL MUSEUM,3198 SPEEDWAY BLVD,TALLADEGA,AL,35161,33.43764,-86.10313,0,0
IRON & STEEL MUSEUM OF ALABAMA,SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,12632 CONFEDERATE PARKWAY,MCCALLA,AL,35111,33.26851,-87.08321,,
IRONDALE AL HISTORICAL SOCIETY,HISTORIC PRESERVATION,,,,,33.53794,-86.70836,0,0
ISABEL ANDERSON COMER MUSEUM & ARTS CENTER,ART MUSEUM,711 N BROADWAY AVE,SYLACAUGA,AL,35150,33.16453,-86.25086,40019,40019
JACKSONVILLE STATE UNIVERSITY PLANETARIUM,SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,,,,,33.79791,-85.76118,,
JAN DEMPSEY ARTS CENTER,ART MUSEUM,,,,,32.61408,-85.4782,,
JASMINE HILL GARDENS AND OUTDOOR MUSEUM,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",,,,,32.49562,-86.1874,,
JEMISON CARNEGIE HERITAGE HALL,GENERAL MUSEUM,,,,,33.43245,-86.10316,,
JEMISON-VAN DE GRAAFF MANSION FOUNDATION,HISTORIC PRESERVATION,1305 GREENSBORO AVE,TUSCALOOSA,AL,35403,33.20224,-87.56509,146509,146509
JESSE OWENS MEMORIAL MUSEUM,GENERAL MUSEUM,,,,,34.43882,-87.17013,,
JESSE OWENS MUSEUM AND PARK,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",,,,,34.53612,-87.2792,0,0
JOHN SOLOMON MUSEUM OF LIVING HISTORY,GENERAL MUSEUM,,,,,34.01233,-86.01936,,
JOHN W INZER MUSEUM,GENERAL MUSEUM,,,,,33.81868,-86.23727,0,0
JONATHAN B. LOVELACE MUSEUM,GENERAL MUSEUM,,,,,32.60118,-85.49046,,
JONES ARCHAEOLOGICAL MUSEUM,NATURAL HISTORY MUSEUM,,,,,33.20939,-87.54843,,
JULE COLLINS SMITH MUSEUM,GENERAL MUSEUM,,,,,32.5888,-85.48474,,
JULE COLLINS SMITH MUSEUM OF FINE ARTS,ART MUSEUM,,,,,32.5888,-85.48474,,
KATHRYN TUCKER WINDHAM MUSEUM,GENERAL MUSEUM,,,,,31.47991,-87.33343,,
KENTUCK ART CENTER & MUSEUM,ART MUSEUM,,,,,33.21904,-87.57842,483757,445388
KILLEN HISTORICAL COMMISSION,HISTORIC PRESERVATION,,,,,34.85189,-87.55926,,
LAGRANGE LIVING HISTORICAL ASSOCIATION,HISTORIC PRESERVATION,,,,,34.66894,-87.53617,19057,19057
